Date,5,11,700,1,2,3,12,16,17,19,27,66,83,101,151,175,267,288,386,388,688,762,823,836,857,883,939,941,1038,1044,1088,1093,1109,1113,1177,1299,1398,1928,2007,2018,2313,2318,2319,2382,2388,2628,3328,3988
2018-01-04,-0.0055744586,-0.0025793153,0.0224833265,0.0070885968,-0.0012626012,0.0051932604,0.0095705573,0.0106222089,0.0100671991,0.0027247564,-0.0049668811,0.0032345473,-0.0144511185,0.017535262,-0.0111377444,-0.0322608258,0.0035211304,-0.0286678949,0.0398723912,0.0214379348,0.0185534072,0,-0.0020387638,0,0.0496555904,0.0371664399,0.0213626281,-0.0006395267,-0.0014858547,-0.0185513262,-0.0188241794,0.0229894601,0,0.0021715824,0.0171188142,-0.0014694786,0.0107116556,0.0012570461,-0.0292062569,-0.0057333438,-0.0161763471,0.0005964211,-0.0414453636,-0.0230957148,-0.003785544,-0.0139862817,0.0067682153,0.0075472056
2018-01-05,0.0037198182,0.0020639532,0.0032370525,0.0015124984,0.0075519301,0.0025794546,0.0179327303,0.014237738,0.0344578799,0.0261847392,-0.0158932832,-0.0043150228,0.0483048451,0.0321960404,0.0237165266,0.0036362949,0.0017559267,0.0122291685,0.0145515906,-0.0055140313,0.0272002253,-0.0036832454,0.006779687,0.0027777796,0.0034542349,0.0082576852,0.0052701044,-0.0012803971,0.0044510903,-0.0272851448,0.0211524225,-0.0079864089,0.0411580742,0.012217155,-0.0243394219,-0.008121167,-0.0015232295,-0.0101010201,0.0441134314,-0.000288681,-0.028450506,-0.0192660748,-0.0022296999,-0.0009349977,-0.0076142247,-0.0101113096,0.008396355,0.0074906717
2018-01-08,-0.0037198182,-0.0098420581,0.0123883068,0.0010070293,-0.00313972,0,-0.0028089729,-0.0007442576,-0.0064725145,0.0293850733,0.0125682427,-0.0010816442,0.0178698913,0.0024721396,-0.0046985208,0.0072333409,0.0156661167,-0.0022123903,0,0.0341648253,0.050577439,0.0073529743,-0.0081411303,-0.0153741672,-0.0069204428,-0.0132452268,-0.0039499722,-0.0006408587,-0.0081754894,0.0161053047,0.0543120334,0.0170362444,0.0297936647,0.0106572945,0.0215062052,-0.0089352645,-0.0015255533,0.012610507,0.0713742261,-0.0090450632,-0.0128336375,0,0.0436750635,-0.0179334866,0.0076142247,-0.0102145934,0.0016708442,-0.0074906717
2018-01-09,0.0055744586,-0.0015629229,0.0117861338,-0.0010070293,-0.0037807607,0.0025798967,0.0037448829,0.0007442576,0.0145046862,0.0038536079,0.0165156523,0.0032414291,-0.0013633267,0.0024660432,0.0202027073,-0.0273989742,-0.0051948169,-0.0178775711,0.0127593438,0.0263668758,-0.0051151007,0.0109290705,0.0115138148,0,0.003466208,0.0016652793,0.0013183918,-0.0012828481,0.0052102538,-0.0300322871,-0.0044150623,0.0134230203,0.0212980368,0.0126406457,0.05518608,-0.0082613312,-0.0076628727,0.0477153751,-0.0057612779,-0.0053397624,0.0353959355,0.0246185109,0,-0.0260506479,0.0063012182,0.006141268,-0.0067001926,0
2018-01-10,0.014106349,0.0015629229,-0.0076905922,-0.0030272778,0.0031515943,-0.0077526103,-0.0179178131,-0.009719613,-0.0064205678,-0.0025673569,-0.0090498191,-0.0021597849,-0.0068446537,-0.0148885632,-0.0077220461,-0.0111732631,0.0051948169,0.0321713824,0.0125985918,0.010355078,-0.0068611248,0,-0.0300774136,-0.0014094435,0.0068965791,0.0165020246,0.0078740564,-0.0064391721,-0.0111983256,-0.0116529621,-0.0133632727,-0.0011117289,0.0264665359,0.0083391448,-0.0203396911,0.0045146051,0.0061349886,-0.0096038434,0.0648296753,-0.0093530223,0.0207800464,-0.0137356709,0.0336166521,0.0068192859,0,-0.0040899853,0.0133557912,0.0074906717
2018-01-11,0.0234739034,-0.0083639064,-0.0252945198,0.0020192334,-0.0056800028,-0.0026000015,0.0009519317,-0.0045181251,-0.0032258092,-0.009686869,-0.0058018894,-0.0065075934,-0.0041293933,0.0246926126,0.0153849188,-0.0150947017,0.0085985053,-0.0043763746,0,-0.0125880748,0.0051502946,-0.0145987994,-0.0111655449,-0.0070771704,0.0102565002,-0.001638002,0.0026109675,0.008362879,-0.0082924711,0.0012330334,-0.0090090251,0.0381934038,-0.0056126996,0.0041436937,-0.0027428001,0.0015003604,-0.0015302222,-0.0012069766,-0.0032520543,0.0188009888,-0.0129367905,0.0047990613,0,0.0864449002,0.0248151697,0.0040899853,0.0066115943,0.009901071
2018-01-12,-0.0041729539,-0.0068475538,0.0293734241,0.0204648521,-0.0025348175,-0.0039055412,-0.001902759,0.0037664828,0,-0.0058575501,0,-0.0054555508,-0.0069204428,0,0,0.0262679648,-0.005150226,-0.0188162718,0.0186051878,0.0235651339,0.0119149665,-0.0129511523,-0.0112916234,0.0028368813,0.0084674511,0.0242926926,0.0142397228,-0.0038511343,0.0022683412,0.0024614905,0.02678736,-0.0118472579,-0.0018779348,0.0082361341,0.0547863269,0.0082121105,0.0167050202,0.0072202236,-0.0065359506,-0.0029304733,0.0155041475,0.033542408,0.0082304578,-0.0089446032,-0.0024539399,0.0161946859,0.0130934767,0.0122400549
2018-01-15,0.0047676015,0.0073723819,-0.0205627527,-0.0069409997,0,0.0012987621,-0.0066893469,0,-0.0064830049,0.0039088519,0.0335135402,-0.0087913094,-0.005571045,-0.0122700926,-0.0262969523,-0.0319876755,-0.0069084903,-0.0056022555,-0.0061633477,-0.0087719644,-0.0361796227,0.0074211843,0.0021269204,-0.0071073505,-0.0033783816,-0.0145046862,0.0076824962,0.0096000737,-0.001511701,-0.0248923873,-0.038164047,-0.039784198,-0.0324765887,0,-0.0343913373,0.0007432627,0.0015048912,0.0536884811,-0.0585118547,-0.0089119644,0.0019212558,0.02061923,-0.0333364203,-0.0338086561,0.0073439497,0.0040080214,-0.0032573319,-0.0024360548
2018-01-16,0.008289035,-0.0063158736,0.0250753956,0,-0.0012699176,0.0039076248,0.0076401742,0.0059970419,0.0113178249,0.0077720338,0.0151578646,-0.0022099015,0.0083449719,0.0049261183,0.048939429,0.0057197106,0.0086281812,0.0067189502,0.0076982674,0.0570768324,0.0242646562,0.0110295236,-0.0014174064,0.0085227789,-0.0016934805,0.0176995771,0.0363220892,0.010769797,0.001511701,0.0156302029,0.0158914124,0.0211943789,0.0287101059,-0.0006838154,-0.001347475,0.0147495293,0.0325472516,0.0258006902,0.0296868641,-0.0152721253,-0.0032041039,0.0273990303,0.0394651015,0.0293061722,0.0085003064,0.0198026273,0.0241752305,0.0335762955
