Date,0,1,2,3,8,9
2018-06-20,21.033386,30.850716,19.385296,19.455091,37.84019,35.33147
2018-06-21,16.835773,17.837664,21.180523,22.118113,33.609795,22.91826
2018-06-22,22.618969,12.133445,21.351637,11.748836,13.494389,30.73458
2018-06-25,21.707207,27.987892,17.512932,20.736248,29.544008,20.453636
2018-06-26,27.21304,26.97219,24.327606,16.598255,39.759285,22.254871
2018-06-27,34.546524,35.12265,43.932873,40.629944,30.940388,39.026196
2018-06-28,36.7406,33.903687,33.08602,33.405636,55.35215,19.082958
2018-06-29,19.597263,31.949432,28.703531,36.679558,34.749794,39.522118
2018-07-03,44.578575,60.340015,55.15177,44.939857,96.50777,73.04405
2018-07-04,60.451588,103.403984,45.57867,96.65343,183.89362,138.39401
2018-07-05,34.17446,34.3823,39.098083,27.674292,66.475296,39.07841
2018-07-06,16.964771,11.83173,18.499697,6.5470037,15.399168,9.098842
2018-07-09,37.171196,16.918032,21.463741,44.618233,48.177254,34.085613
2018-07-10,19.312746,28.608124,20.620502,17.186314,20.06752,16.934061
2018-07-11,15.576575,20.482386,16.785755,22.25981,23.446503,19.761349
2018-07-12,17.86706,10.502413,13.303788,9.358724,16.900322,21.959888
2018-07-13,13.000131,17.689713,18.782454,12.311,17.006126,20.163467
2018-07-16,8.886777,12.880062,12.471127,16.657827,16.868282,10.925055
2018-07-17,27.678408,36.147617,22.972145,33.55405,32.604534,37.045387
2018-07-18,19.453411,18.386852,18.671495,18.725353,23.052658,18.138575
2018-07-19,15.841492,31.466604,14.019721,14.091028,28.1814,16.478159
2018-07-20,31.928959,14.242449,18.101368,17.912712,43.5152,22.876503
2018-07-23,62.37814,39.503548,42.718594,28.815613,60.414757,30.59134
2018-07-24,20.613842,27.10774,24.701435,23.229002,37.304752,35.26308
2018-07-25,41.078575,36.718212,13.61669,16.656586,34.900337,32.141193
2018-07-26,10.344912,8.671354,14.219903,11.70027,14.770086,14.512371
2018-07-27,14.591798,15.765037,18.819069,7.8046737,21.638487,14.434701
2018-07-30,24.377666,24.733145,16.44718,15.652646,19.994219,14.449229
2018-07-31,27.599058,25.106731,21.160997,21.346619,38.285507,22.51269
2018-08-01,29.747185,25.808067,22.741425,22.376312,26.018951,38.90254
2018-08-02,17.226645,15.499656,14.830236,11.973738,17.74638,21.225721
2018-08-03,14.682527,23.510195,14.908537,19.392555,21.601503,34.461937
2018-08-06,42.176735,33.7445,24.07485,20.065544,45.927227,42.78677
2018-08-07,56.607635,22.552713,31.08763,25.477957,37.421597,30.918226
2018-08-08,21.737726,30.185108,27.892231,27.844406,84.353424,27.38345
2018-08-09,15.372883,17.853252,15.049569,14.362761,21.194254,14.191888
2018-08-10,12.290032,15.019852,14.593674,15.102969,35.951027,29.926296
2018-08-13,28.400576,20.994387,10.25453,11.367874,19.839746,22.356245
2018-08-14,106.21428,122.69045,80.82351,70.92197,233.80997,163.88783
2018-08-15,31.6029,48.44344,57.115204,31.747026,77.620674,55.98401
2018-08-16,25.58819,28.29561,29.977364,38.81352,60.107994,41.85062
2018-08-17,12.65252,26.679495,20.48538,16.036459,25.211088,22.417364
2018-08-20,41.64048,45.888977,31.584955,25.906961,34.503662,33.897808
2018-08-21,60.516113,60.458294,44.403557,25.82241,52.439323,46.280727
2018-08-22,25.759544,33.643055,17.970783,25.099598,13.168701,17.003288
2018-08-23,25.997866,17.228104,19.499664,19.73156,28.451473,29.58973
2018-08-24,41.239,32.29395,46.372066,20.037382,23.269533,50.5923
2018-08-27,42.53838,27.61552,14.529884,24.859737,51.266098,27.31657
2018-08-28,21.63258,22.697256,11.048453,12.514197,24.635265,13.740437
2018-08-29,28.60919,19.94342,16.196138,25.033558,35.247303,18.208073
2018-08-30,23.087362,11.522227,8.188067,13.818823,26.93579,17.809855
2018-08-31,54.281433,37.949112,42.992317,28.540627,45.116264,34.43112
2018-09-03,15.669618,21.889114,18.986244,23.62877,29.156786,30.431282
2018-09-04,26.520958,26.959948,21.24404,13.145935,44.97055,23.054224
2018-09-05,30.584433,44.123276,18.690445,32.671196,41.97597,41.063236
2018-09-06,26.50271,17.45107,22.189571,24.513836,30.887045,22.453447
2018-09-07,22.389984,32.34038,25.711637,34.576466,36.491817,23.805748
2018-09-10,26.892324,30.400017,22.695158,17.01613,34.07513,24.43391
2018-09-11,37.749775,36.948673,40.920944,52.92451,44.673077,23.951939
2018-09-12,75.0785,95.05423,37.727413,69.05872,76.71715,149.13034
2018-09-13,40.522427,42.909275,37.65167,38.243862,57.520138,51.88008
2018-09-14,23.34665,22.42294,21.880133,22.164331,41.327602,23.969452
2018-09-17,30.188198,31.773914,21.200798,28.166885,46.81984,28.365347
2018-09-18,16.439388,16.76681,16.301077,13.764808,23.935547,15.55842
2018-09-19,20.79437,28.22563,23.30822,20.588892,36.293728,21.973705
2018-09-20,8.584672,15.799259,18.32447,21.890833,34.22157,15.902604
