Date,5,11,700,1,2,3,12,16,17,19,27,66,83,101,151,175,267,288,386,388,688,762,823,836,857,883,939,941,1038,1044,1088,1093,1109,1113,1177,1299,1398,1928,2007,2018,2313,2318,2319,2382,2388,2628,3328,3988
2017-01-04,0.0071174835,-0.00889505,-0.002114134,-0.0071843468,0.0061834205,-0.0014519985,-0.0072018777,0.0019841772,0.0035524016,0.0026333787,0,-0.0013046056,0.0016792615,0.0011827322,0.027834799,0.0013046316,0.0072072384,0.0096000737,-0.0090171937,-0.0092668799,-0.0024124981,-0.0032912811,0.0029425622,0.0048661897,-0.0121423868,0.0010209291,-0.0051326032,0.0030441424,-0.001622109,0.0102916519,0.0322608622,0.0097919999,0,0.0103093697,0,-0.0045819325,-0.0064308903,-0.0059700476,-0.0234745656,0.0126761416,-0.0093120386,-0.0025444798,-0.0133691831,0.0722181825,0.0017652609,-0.0096618628,-0.0035335726,-0.0057637047
2017-01-05,0.0070671828,0.0197352037,0.0224963867,0.0060823522,0.0088647289,0.0072477438,0.0072018777,0.0167079661,0,0.0111148444,0.0251679609,0.0052083712,0.0033500869,0.0023612172,-0.0178046246,0.0371123845,0.0195561788,0.0015910902,0.0338411634,0.0146781485,0.0143886891,0.0120154367,0.0280076446,0.0032310206,0.0410313967,0.0161946859,0.0034246609,0.0246185109,0.001622109,-0.008569033,0.0401868722,0.0048602769,0.0224728559,0.0081716898,0.0090845311,0.0204553041,0.0128206884,0.0178045648,0,0.0350672308,0.0113697142,0.0126583969,-0.0272868226,0.0282848216,0.0157483222,0.0239819647,0.0140599856,0.0114943794
2017-01-06,-0.0023502086,-0.0013485977,0.0092688766,-0.0060823522,-0.0020387638,0.0014415204,-0.0011961855,0.0077670682,0.0023612762,-0.0013012233,-0.0058651487,-0.006514681,-0.0033500869,0.0198488723,0,-0.0358094527,-0.0035273405,-0.0257663208,0.0190812381,0.0005394713,0.016529302,0.0010851873,0.0085349213,-0.0080972102,0.0116570845,-0.0010045204,-0.0034246609,-0.0035651018,0,0.0221286306,-0.0179491998,-0.0097442915,0.0055401804,0.0070957823,-0.0237897661,0.0078431326,0.0042372945,-0.0103474091,-0.0023772862,0.0134230203,-0.0061856692,-0.0012586282,0.0055172554,-0.0093397075,-0.0157483222,0,0.0017436796,0.0056980211
2017-01-09,-0.0007846058,0.0040404499,0.0025595099,-0.0016653015,0.003395589,0.0129068745,0.0071618729,0.0057859177,0.0023557137,0.005194739,0.0417627566,0.0026109154,0.0133335309,-0.002314758,-0.0242436116,0.0370649456,0.0122916385,0,0.0085543721,0.0010782319,0.0139537148,0.005408342,-0.0066320092,0.0080972102,0.0229142595,-0.0090863826,0,0,-0.0024341107,-0.0008421727,-0.0038885337,0.0133740595,0.0098956825,0.0070457867,0.0237897661,0.0122020154,-0.0106270926,0.0263944057,0.0094779498,-0.0033389013,-0.0041450008,0,-0.0013764627,0.0185928599,0.010526413,-0.0047506028,-0.0087489622,-0.0056980211
2017-01-10,-0.0055097031,-0.0006723093,0.0121952424,0.0105002016,0.023451661,0.0294752102,0.0200129736,0.0067081901,0.0221067758,0.0038785182,0.0112202301,0.0116657452,0.0261452801,0.0115208075,0.0242436116,0.0369500162,-0.0070052826,0.0193867138,0.0050977171,0.0101849927,0.0160369989,-0.0185089661,0.0132202307,0.0239055209,0,-0.0132722724,0.0119353505,0.0011897444,0.0048622301,0.0075535569,0.014184635,-0.0024183809,0.0119631114,0.0159208139,0.0090000567,0.0185696873,0.0063897981,0.0214754143,0.0140518357,0.0033389013,-0.0031201689,0.0025156743,0.0177479061,0.0512932944,0.0121423868,0.0047506028,0.0052585573,0.002853069
2017-01-11,0.007861676,0.0053655595,0.0140423721,0.0141924109,0,0.0013797546,0.0034884617,0.0095057753,0.0283626499,0.0077120949,0.01109587,0,0.0317486983,0.019285908,-0.0181273846,-0.0133903401,0.0087489622,0.0174469136,-0.0050977171,0.0042576062,0.0180185055,-0.0188580186,-0.0018778973,0.0156253179,-0.0016194336,0.0112418149,0.0067567825,0.0106447133,-0.0024281194,0.0041718876,0.0114577956,0.0179968865,0.0182115371,0.0234156259,0.0017914052,0.0053966671,0.0105597602,0.0098662674,-0.0046628747,0.0006664845,-0.0136342335,0.0100001333,0.017438403,0.0198026028,0.0051590828,0.0211027297,0.0052310494,0.0056818335
2017-01-12,0.0015649925,-0.0020087252,-0.0100100934,-0.0070710331,-0.0086465721,-0.0055388805,-0.0034884617,0.0066007312,0.0044642931,0.0019187982,-0.0223161001,-0.0103627092,0.0015612806,0.0111733568,0.0181273846,-0.0049140148,0,-0.0158481922,0.0017021281,-0.009069131,0.0110988931,-0.0112613803,-0.0141980612,0.0169104721,-0.0081367414,-0.0112418149,-0.005063302,-0.0017662884,-0.0105907629,-0.0041718876,-0.003804697,-0.0167869649,0.0052938714,-0.0194748129,-0.0071822539,-0.0043150228,0.0020986367,-0.025569631,0.006984941,0.001996593,0.0052659418,-0.003738372,-0.0066711388,-0.0148150364,-0.0155577552,-0.0093240305,-0.0017406445,-0.0028368813
2017-01-13,0.0007815397,0.0053476264,0.0045169161,0.0049006904,0.0059940905,0.0069250789,0.0161849275,0.0028155345,0.002224695,0.0038265735,0.0014094153,0.0103627092,-0.0015612806,0.0066445979,-0.0100301744,0.0386521544,0.0034782644,0.0126985833,0.0350913198,-0.0005360815,0.015334364,0.010140932,-0.0019084548,0.0211169234,0.025807884,0.0233631754,-0.0067911976,0.0058754577,-0.0016393118,0.005004164,0.0398557744,0.0155971968,0.0021096526,-0.0108750259,0.0143106263,0.0032380384,0,0.0028735078,0.0023191669,-0.0026630775,0.0207907705,0.0099380197,0.0093271829,0,0.0206903243,0.0093240305,0.0086730813,0.0056657375
2017-01-16,-0.0125787664,-0.000666929,-0.0151365153,-0.0158777493,0.0026524816,-0.0013861984,-0.0161849275,-0.0094162657,-0.0100503359,-0.0051053204,-0.0042343607,-0.0038733941,-0.0109977542,-0.0211943789,-0.0060667527,-0.0288481543,-0.0228280326,-0.0239436818,-0.0115608224,-0.008075414,-0.0197591943,-0.0181000416,-0.0057471233,-0.0135238725,-0.0176711426,-0.0131381374,-0.0119967163,-0.0129718566,0.009795964,0.0066335568,-0.0172417454,-0.011976191,-0.0127255164,-0.0140142638,0.0070805637,0.0010769845,-0.0084211024,-0.0071994556,-0.0116424695,0.0099503309,-0.0010293156,-0.0086903838,-0.0282466661,0.0074349536,0.0017050644,-0.0234752575,-0.0086730813,-0.0113637587
