Date,Open,High,Low,Close,Adj Close,Volume
2018-01-04,30691.710938,30796.929688,30560.429688,30736.480469,30736.480469,2995571100
2018-01-05,30893.859375,30911.009766,30638.529297,30814.640625,30814.640625,2263930100
2018-01-08,30895.089844,30929.150391,30732.539063,30899.529297,30899.529297,2004162500
2018-01-09,30933.509766,31056.699219,30852.429688,31011.410156,31011.410156,2004940800
2018-01-10,31009.240234,31267.570313,30928.580078,31073.720703,31073.720703,2595365800
2018-01-11,31066.210938,31133.179688,30950.070313,31120.390625,31120.390625,1794778900
2018-01-12,31298.050781,31412.539063,31198.359375,31412.539063,31412.539063,2327417400
2018-01-15,31702.560547,31733.179688,31265.25,31338.869141,31338.869141,2664144600
2018-01-16,31423.619141,31904.75,31423.619141,31904.75,31904.75,3097059200
2018-01-17,31825.519531,31983.410156,31642.269531,31983.410156,31983.410156,3999243800
2018-01-18,32148.449219,32233.810547,31869.699219,32121.939453,32121.939453,3741499700
2018-01-19,32142.160156,32254.890625,31986,32254.890625,32254.890625,2906627500
2018-01-22,32276.960938,32417.230469,32046.839844,32393.410156,32393.410156,2880231400
2018-01-23,32606.140625,32930.699219,32554.230469,32930.699219,32930.699219,3954770600
2018-01-24,32907.230469,33018.710938,32728.509766,32958.691406,32958.691406,3897512100
2018-01-25,32979.378906,32998.050781,32650.220703,32654.449219,32654.449219,3554766400
2018-01-26,32836.28125,33223.578125,32794.128906,33154.121094,33154.121094,3892652400
2018-01-29,33335.480469,33484.078125,32897.039063,32966.890625,32966.890625,3605090600
2018-01-30,32751.720703,32976.75,32501.349609,32607.289063,32607.289063,3177122400
2018-01-31,32435.759766,32933.980469,32330.390625,32887.269531,32887.269531,3314255500
2018-02-01,32950.300781,33048.039063,32642.089844,32642.089844,32642.089844,2769125200
2018-02-02,32569.009766,32778.511719,32321.419922,32601.779297,32601.779297,2571367100
2018-02-05,31715.560547,32394.869141,31712.019531,32245.220703,32245.220703,3135015100
2018-02-06,31028.679688,31286.029297,30577.830078,30595.419922,30595.419922,5531270100
2018-02-07,31378.349609,31472.470703,30292.150391,30323.199219,30323.199219,4620281500
