Date,Open,High,Low,Close,Adj Close,Volume
2018-07-03,28617.000000,28617.000000,27990.449219,28545.570313,28545.570313,3283196100
2018-07-04,28546.320313,28642.339844,28141.279297,28241.669922,28241.669922,2102178600
2018-07-05,28101.849609,28320.900391,27830.750000,28182.089844,28182.089844,1879594600
2018-07-06,28254.369141,28554.210938,27925.330078,28315.619141,28315.619141,2018289300
2018-07-09,28606.160156,28821.539063,28518.519531,28688.500000,28688.500000,1877898300
2018-07-10,28900.710938,28981.929688,28682.250000,28682.250000,28682.250000,1667619300
2018-07-11,28013.720703,28365.720703,28013.720703,28311.689453,28311.689453,1871183500
2018-07-12,28260.089844,28614.529297,28217.310547,28480.830078,28480.830078,1850926800
2018-07-13,28689.179688,28715.359375,28500.509766,28525.439453,28525.439453,1449784600
2018-07-16,28580.960938,28699.210938,28327.000000,28539.660156,28539.660156,1239642900
2018-07-17,28451.500000,28460.869141,28137.949219,28181.679688,28181.679688,1700682900
2018-07-18,28352.109375,28386.380859,28045.470703,28117.419922,28117.419922,1507604000
2018-07-19,28251.160156,28329.980469,27998.359375,28010.859375,28010.859375,1495109900
2018-07-20,28054.759766,28294.740234,27745.849609,28224.480469,28224.480469,2439680200
2018-07-23,28298.609375,28391.580078,28091.060547,28256.119141,28256.119141,1893557000
2018-07-24,28282.300781,28718.000000,28282.300781,28662.570313,28662.570313,2416350500
2018-07-25,28906.970703,28964.789063,28764.349609,28920.900391,28920.900391,1632380100
2018-07-26,29083.400391,29083.400391,28625.080078,28781.140625,28781.140625,1418097900
2018-07-27,28734.730469,28816.689453,28572.789063,28804.279297,28804.279297,1206039800
2018-07-30,28631.050781,28839.240234,28539.560547,28733.130859,28733.130859,1231291800
2018-07-31,28663.140625,28682.310547,28538.029297,28583.009766,28583.009766,1464571200
2018-08-01,28756.720703,28772.800781,28219.970703,28340.740234,28340.740234,1516068100
2018-08-02,28159.009766,28218.279297,27578.089844,27714.560547,27714.560547,1989173700
2018-08-03,27751.599609,27786.150391,27604.560547,27676.320313,27676.320313,1608505200
2018-08-06,27885.509766,28074.529297,27730.419922,27819.560547,27819.560547,1445836100
2018-08-07,27889.439453,28266.679688,27843.160156,28248.880859,28248.880859,1553852900
2018-08-08,28473.480469,28473.480469,28224.460938,28359.140625,28359.140625,1611650400
2018-08-09,28260.500000,28728.169922,28192.810547,28607.300781,28607.300781,1448212200
2018-08-10,28614.730469,28665.900391,28296.990234,28366.619141,28366.619141,1284477700
2018-08-13,27956.779297,28085.169922,27823.210938,27936.570313,27936.570313,1484354700
2018-08-14,27938.320313,27946.550781,27522.820313,27752.929688,27752.929688,1490419600
2018-08-15,27724.720703,27727.269531,27249.080078,27323.589844,27323.589844,1913746300
2018-08-16,26871.109375,27405.250000,26871.109375,27100.060547,27100.060547,2138210600
2018-08-17,27388.570313,27450.839844,27101.099609,27213.410156,27213.410156,1557764000
2018-08-20,27273.779297,27609.800781,27209.220703,27598.019531,27598.019531,1660834700
2018-08-21,27670.539063,27771.300781,27526.300781,27752.789063,27752.789063,1699480400
2018-08-22,27836.679688,27954.519531,27579.800781,27927.580078,27927.580078,1784465100
2018-08-23,28005.330078,28051.650391,27659.210938,27790.460938,27790.460938,1462580600
2018-08-24,27565.980469,27830.910156,27532.060547,27671.869141,27671.869141,1492245200
2018-08-27,28016.660156,28289.060547,27956.039063,28271.269531,28271.269531,2133548500
2018-08-28,28530.890625,28579.640625,28234.529297,28351.619141,28351.619141,1651324700
2018-08-29,28362.839844,28485.830078,28272.130859,28416.439453,28416.439453,1365810400
2018-08-30,28533.929688,28533.929688,28121.400391,28164.050781,28164.050781,1292190100
2018-08-31,27798.210938,27962.029297,27720.320313,27888.550781,27888.550781,1923264400
2018-09-03,27809.449219,27822.189453,27577.039063,27712.539063,27712.539063,1396877700
2018-09-04,27619.179688,27984.890625,27563.789063,27973.339844,27973.339844,1102334700
2018-09-05,27789.019531,27861.990234,27208.339844,27243.849609,27243.849609,1913637000
2018-09-06,27069.210938,27268.390625,26818.820313,26974.820313,26974.820313,2172071800
2018-09-07,26895.869141,27196.570313,26669.580078,26973.470703,26973.470703,2859939000
2018-09-10,26922.269531,26926.630859,26453.289063,26613.419922,26613.419922,2045973800
2018-09-11,26611.929688,26690.650391,26394.869141,26422.550781,26422.550781,1688227600
2018-09-12,26462.820313,26468.910156,26219.560547,26345.039063,26345.039063,2255883500
2018-09-13,26798.390625,27014.490234,26648.769531,27014.490234,27014.490234,2336699600
2018-09-14,27229.789063,27340.019531,27027.449219,27286.410156,27286.410156,1707220300
2018-09-17,27029.910156,27037.480469,26763.210938,26932.849609,26932.849609,1262149500
2018-09-18,26846.330078,27156.550781,26648.990234,27084.660156,27084.660156,1810262900
2018-09-19,27170.019531,27488.349609,27085.789063,27407.369141,27407.369141,1874196000
2018-09-20,27605.720703,27628.189453,27327.230469,27477.669922,27477.669922,1399791400
2018-09-21,27712.349609,27965.960938,27536.269531,27953.580078,27953.580078,2777208200
2018-09-24,27783.849609,27783.849609,27425.009766,27499.390625,27499.390625,1511079800
2018-09-26,27606.810547,28031.810547,27589.369141,27816.869141,27816.869141,2338781100
2018-09-27,27912.509766,27928.289063,27638.539063,27715.669922,27715.669922,1440548100
2018-09-28,27879.060547,27927.949219,27672.830078,27788.519531,27788.519531,1636511300
2018-10-02,27716.160156,27716.160156,27073.080078,27126.380859,27126.380859,2081279200
2018-10-03,26840.199219,27270.160156,26840.199219,27091.259766,27091.259766,1316749100
2018-10-04,27029.400391,27029.400391,26551.439453,26623.869141,26623.869141,1903259700
2018-10-05,26503.750000,26639.640625,26373.460938,26572.570313,26572.570313,1684117300
2018-10-08,26717.599609,26717.599609,26187.830078,26202.570313,26202.570313,2296488600
2018-10-09,26194.169922,26366.599609,26067.509766,26172.910156,26172.910156,1744919700
2018-10-10,26281.279297,26499.839844,26193.070313,26193.070313,26193.070313,1719141400
2018-10-11,25392.900391,25437.849609,25125.220703,25266.369141,25266.369141,3090446400
